date_id,full_date,day_of_week,month,quarter,year,is_weekend
DT20240331,31-03-2024,Sunday,3,1,2024,TRUE
DT20240401,01-04-2024,Monday,4,2,2024,FALSE
DT20240402,02-04-2024,Tuesday,4,2,2024,FALSE
DT20240403,03-04-2024,Wednesday,4,2,2024,FALSE
DT20240404,04-04-2024,Thursday,4,2,2024,FALSE
DT20240405,05-04-2024,Friday,4,2,2024,FALSE
DT20240406,06-04-2024,Saturday,4,2,2024,TRUE
DT20240407,07-04-2024,Sunday,4,2,2024,TRUE
DT20240408,08-04-2024,Monday,4,2,2024,FALSE
DT20240409,09-04-2024,Tuesday,4,2,2024,FALSE
DT20240410,10-04-2024,Wednesday,4,2,2024,FALSE
DT20240411,11-04-2024,Thursday,4,2,2024,FALSE
DT20240412,12-04-2024,Friday,4,2,2024,FALSE
DT20240413,13-04-2024,Saturday,4,2,2024,TRUE
DT20240414,14-04-2024,Sunday,4,2,2024,TRUE
DT20240415,15-04-2024,Monday,4,2,2024,FALSE
DT20240416,16-04-2024,Tuesday,4,2,2024,FALSE
DT20240417,17-04-2024,Wednesday,4,2,2024,FALSE
DT20240418,18-04-2024,Thursday,4,2,2024,FALSE
DT20240419,19-04-2024,Friday,4,2,2024,FALSE
DT20240420,20-04-2024,Saturday,4,2,2024,TRUE
DT20240421,21-04-2024,Sunday,4,2,2024,TRUE
DT20240422,22-04-2024,Monday,4,2,2024,FALSE
DT20240423,23-04-2024,Tuesday,4,2,2024,FALSE
DT20240424,24-04-2024,Wednesday,4,2,2024,FALSE
DT20240425,25-04-2024,Thursday,4,2,2024,FALSE
DT20240426,26-04-2024,Friday,4,2,2024,FALSE
DT20240427,27-04-2024,Saturday,4,2,2024,TRUE
DT20240428,28-04-2024,Sunday,4,2,2024,TRUE
DT20240429,29-04-2024,Monday,4,2,2024,FALSE
DT20240430,30-04-2024,Tuesday,4,2,2024,FALSE
DT20240501,01-05-2024,Wednesday,5,2,2024,FALSE
DT20240502,02-05-2024,Thursday,5,2,2024,FALSE
DT20240503,03-05-2024,Friday,5,2,2024,FALSE
DT20240504,04-05-2024,Saturday,5,2,2024,TRUE
DT20240505,05-05-2024,Sunday,5,2,2024,TRUE
DT20240506,06-05-2024,Monday,5,2,2024,FALSE
DT20240507,07-05-2024,Tuesday,5,2,2024,FALSE
DT20240508,08-05-2024,Wednesday,5,2,2024,FALSE
DT20240509,09-05-2024,Thursday,5,2,2024,FALSE
DT20240510,10-05-2024,Friday,5,2,2024,FALSE
DT20240511,11-05-2024,Saturday,5,2,2024,TRUE
DT20240512,12-05-2024,Sunday,5,2,2024,TRUE
DT20240513,13-05-2024,Monday,5,2,2024,FALSE
DT20240514,14-05-2024,Tuesday,5,2,2024,FALSE
DT20240515,15-05-2024,Wednesday,5,2,2024,FALSE
DT20240516,16-05-2024,Thursday,5,2,2024,FALSE
DT20240517,17-05-2024,Friday,5,2,2024,FALSE
DT20240518,18-05-2024,Saturday,5,2,2024,TRUE
DT20240519,19-05-2024,Sunday,5,2,2024,TRUE
DT20240520,20-05-2024,Monday,5,2,2024,FALSE
DT20240521,21-05-2024,Tuesday,5,2,2024,FALSE
DT20240522,22-05-2024,Wednesday,5,2,2024,FALSE
DT20240523,23-05-2024,Thursday,5,2,2024,FALSE
DT20240524,24-05-2024,Friday,5,2,2024,FALSE
DT20240525,25-05-2024,Saturday,5,2,2024,TRUE
DT20240526,26-05-2024,Sunday,5,2,2024,TRUE
DT20240527,27-05-2024,Monday,5,2,2024,FALSE
DT20240528,28-05-2024,Tuesday,5,2,2024,FALSE
DT20240529,29-05-2024,Wednesday,5,2,2024,FALSE
DT20240530,30-05-2024,Thursday,5,2,2024,FALSE
DT20240531,31-05-2024,Friday,5,2,2024,FALSE
DT20240601,01-06-2024,Saturday,6,2,2024,TRUE
DT20240602,02-06-2024,Sunday,6,2,2024,TRUE
DT20240603,03-06-2024,Monday,6,2,2024,FALSE
DT20240604,04-06-2024,Tuesday,6,2,2024,FALSE
DT20240605,05-06-2024,Wednesday,6,2,2024,FALSE
DT20240606,06-06-2024,Thursday,6,2,2024,FALSE
DT20240607,07-06-2024,Friday,6,2,2024,FALSE
DT20240608,08-06-2024,Saturday,6,2,2024,TRUE
DT20240609,09-06-2024,Sunday,6,2,2024,TRUE
DT20240610,10-06-2024,Monday,6,2,2024,FALSE
DT20240611,11-06-2024,Tuesday,6,2,2024,FALSE
DT20240612,12-06-2024,Wednesday,6,2,2024,FALSE
DT20240613,13-06-2024,Thursday,6,2,2024,FALSE
DT20240614,14-06-2024,Friday,6,2,2024,FALSE
DT20240615,15-06-2024,Saturday,6,2,2024,TRUE
DT20240616,16-06-2024,Sunday,6,2,2024,TRUE
DT20240617,17-06-2024,Monday,6,2,2024,FALSE
DT20240618,18-06-2024,Tuesday,6,2,2024,FALSE
DT20240619,19-06-2024,Wednesday,6,2,2024,FALSE
DT20240620,20-06-2024,Thursday,6,2,2024,FALSE
DT20240621,21-06-2024,Friday,6,2,2024,FALSE
DT20240622,22-06-2024,Saturday,6,2,2024,TRUE
DT20240623,23-06-2024,Sunday,6,2,2024,TRUE
DT20240624,24-06-2024,Monday,6,2,2024,FALSE
DT20240625,25-06-2024,Tuesday,6,2,2024,FALSE
DT20240626,26-06-2024,Wednesday,6,2,2024,FALSE
DT20240627,27-06-2024,Thursday,6,2,2024,FALSE
DT20240628,28-06-2024,Friday,6,2,2024,FALSE
DT20240629,29-06-2024,Saturday,6,2,2024,TRUE
DT20240630,30-06-2024,Sunday,6,2,2024,TRUE
DT20240701,01-07-2024,Monday,7,3,2024,FALSE
DT20240702,02-07-2024,Tuesday,7,3,2024,FALSE
DT20240703,03-07-2024,Wednesday,7,3,2024,FALSE
DT20240704,04-07-2024,Thursday,7,3,2024,FALSE
DT20240705,05-07-2024,Friday,7,3,2024,FALSE
DT20240706,06-07-2024,Saturday,7,3,2024,TRUE
DT20240707,07-07-2024,Sunday,7,3,2024,TRUE
DT20240708,08-07-2024,Monday,7,3,2024,FALSE
DT20240709,09-07-2024,Tuesday,7,3,2024,FALSE
DT20240710,10-07-2024,Wednesday,7,3,2024,FALSE
DT20240711,11-07-2024,Thursday,7,3,2024,FALSE
DT20240712,12-07-2024,Friday,7,3,2024,FALSE
DT20240713,13-07-2024,Saturday,7,3,2024,TRUE
DT20240714,14-07-2024,Sunday,7,3,2024,TRUE
DT20240715,15-07-2024,Monday,7,3,2024,FALSE
DT20240716,16-07-2024,Tuesday,7,3,2024,FALSE
DT20240717,17-07-2024,Wednesday,7,3,2024,FALSE
DT20240718,18-07-2024,Thursday,7,3,2024,FALSE
DT20240719,19-07-2024,Friday,7,3,2024,FALSE
DT20240720,20-07-2024,Saturday,7,3,2024,TRUE
DT20240721,21-07-2024,Sunday,7,3,2024,TRUE
DT20240722,22-07-2024,Monday,7,3,2024,FALSE
DT20240723,23-07-2024,Tuesday,7,3,2024,FALSE
DT20240724,24-07-2024,Wednesday,7,3,2024,FALSE
DT20240725,25-07-2024,Thursday,7,3,2024,FALSE
DT20240726,26-07-2024,Friday,7,3,2024,FALSE
DT20240727,27-07-2024,Saturday,7,3,2024,TRUE
DT20240728,28-07-2024,Sunday,7,3,2024,TRUE
DT20240729,29-07-2024,Monday,7,3,2024,FALSE
DT20240730,30-07-2024,Tuesday,7,3,2024,FALSE
DT20240731,31-07-2024,Wednesday,7,3,2024,FALSE
DT20240801,01-08-2024,Thursday,8,3,2024,FALSE
DT20240802,02-08-2024,Friday,8,3,2024,FALSE
DT20240803,03-08-2024,Saturday,8,3,2024,TRUE
DT20240804,04-08-2024,Sunday,8,3,2024,TRUE
DT20240805,05-08-2024,Monday,8,3,2024,FALSE
DT20240806,06-08-2024,Tuesday,8,3,2024,FALSE
DT20240807,07-08-2024,Wednesday,8,3,2024,FALSE
DT20240808,08-08-2024,Thursday,8,3,2024,FALSE
DT20240809,09-08-2024,Friday,8,3,2024,FALSE
DT20240810,10-08-2024,Saturday,8,3,2024,TRUE
DT20240811,11-08-2024,Sunday,8,3,2024,TRUE
DT20240812,12-08-2024,Monday,8,3,2024,FALSE
DT20240813,13-08-2024,Tuesday,8,3,2024,FALSE
DT20240814,14-08-2024,Wednesday,8,3,2024,FALSE
DT20240815,15-08-2024,Thursday,8,3,2024,FALSE
DT20240816,16-08-2024,Friday,8,3,2024,FALSE
DT20240817,17-08-2024,Saturday,8,3,2024,TRUE
DT20240818,18-08-2024,Sunday,8,3,2024,TRUE
DT20240819,19-08-2024,Monday,8,3,2024,FALSE
DT20240820,20-08-2024,Tuesday,8,3,2024,FALSE
DT20240821,21-08-2024,Wednesday,8,3,2024,FALSE
DT20240822,22-08-2024,Thursday,8,3,2024,FALSE
DT20240823,23-08-2024,Friday,8,3,2024,FALSE
DT20240824,24-08-2024,Saturday,8,3,2024,TRUE
DT20240825,25-08-2024,Sunday,8,3,2024,TRUE
DT20240826,26-08-2024,Monday,8,3,2024,FALSE
DT20240827,27-08-2024,Tuesday,8,3,2024,FALSE
DT20240828,28-08-2024,Wednesday,8,3,2024,FALSE
DT20240829,29-08-2024,Thursday,8,3,2024,FALSE
DT20240830,30-08-2024,Friday,8,3,2024,FALSE
DT20240831,31-08-2024,Saturday,8,3,2024,TRUE
DT20240901,01-09-2024,Sunday,9,3,2024,TRUE
DT20240902,02-09-2024,Monday,9,3,2024,FALSE
DT20240903,03-09-2024,Tuesday,9,3,2024,FALSE
DT20240904,04-09-2024,Wednesday,9,3,2024,FALSE
DT20240905,05-09-2024,Thursday,9,3,2024,FALSE
DT20240906,06-09-2024,Friday,9,3,2024,FALSE
DT20240907,07-09-2024,Saturday,9,3,2024,TRUE
DT20240908,08-09-2024,Sunday,9,3,2024,TRUE
DT20240909,09-09-2024,Monday,9,3,2024,FALSE
DT20240910,10-09-2024,Tuesday,9,3,2024,FALSE
DT20240911,11-09-2024,Wednesday,9,3,2024,FALSE
DT20240912,12-09-2024,Thursday,9,3,2024,FALSE
DT20240913,13-09-2024,Friday,9,3,2024,FALSE
DT20240914,14-09-2024,Saturday,9,3,2024,TRUE
DT20240915,15-09-2024,Sunday,9,3,2024,TRUE
DT20240916,16-09-2024,Monday,9,3,2024,FALSE
DT20240917,17-09-2024,Tuesday,9,3,2024,FALSE
DT20240918,18-09-2024,Wednesday,9,3,2024,FALSE
DT20240919,19-09-2024,Thursday,9,3,2024,FALSE
DT20240920,20-09-2024,Friday,9,3,2024,FALSE
DT20240921,21-09-2024,Saturday,9,3,2024,TRUE
DT20240922,22-09-2024,Sunday,9,3,2024,TRUE
DT20240923,23-09-2024,Monday,9,3,2024,FALSE
DT20240924,24-09-2024,Tuesday,9,3,2024,FALSE
DT20240925,25-09-2024,Wednesday,9,3,2024,FALSE
DT20240926,26-09-2024,Thursday,9,3,2024,FALSE
DT20240927,27-09-2024,Friday,9,3,2024,FALSE
DT20240928,28-09-2024,Saturday,9,3,2024,TRUE
DT20240929,29-09-2024,Sunday,9,3,2024,TRUE
DT20240930,30-09-2024,Monday,9,3,2024,FALSE
DT20241001,01-10-2024,Tuesday,10,4,2024,FALSE
DT20241002,02-10-2024,Wednesday,10,4,2024,FALSE
DT20241003,03-10-2024,Thursday,10,4,2024,FALSE
DT20241004,04-10-2024,Friday,10,4,2024,FALSE
DT20241005,05-10-2024,Saturday,10,4,2024,TRUE
DT20241006,06-10-2024,Sunday,10,4,2024,TRUE
DT20241007,07-10-2024,Monday,10,4,2024,FALSE
DT20241008,08-10-2024,Tuesday,10,4,2024,FALSE
DT20241009,09-10-2024,Wednesday,10,4,2024,FALSE
DT20241010,10-10-2024,Thursday,10,4,2024,FALSE
DT20241011,11-10-2024,Friday,10,4,2024,FALSE
DT20241012,12-10-2024,Saturday,10,4,2024,TRUE
DT20241013,13-10-2024,Sunday,10,4,2024,TRUE
DT20241014,14-10-2024,Monday,10,4,2024,FALSE
DT20241015,15-10-2024,Tuesday,10,4,2024,FALSE
DT20241016,16-10-2024,Wednesday,10,4,2024,FALSE
DT20241017,17-10-2024,Thursday,10,4,2024,FALSE
DT20241018,18-10-2024,Friday,10,4,2024,FALSE
DT20241019,19-10-2024,Saturday,10,4,2024,TRUE
DT20241020,20-10-2024,Sunday,10,4,2024,TRUE
DT20241021,21-10-2024,Monday,10,4,2024,FALSE
DT20241022,22-10-2024,Tuesday,10,4,2024,FALSE
DT20241023,23-10-2024,Wednesday,10,4,2024,FALSE
DT20241024,24-10-2024,Thursday,10,4,2024,FALSE
DT20241025,25-10-2024,Friday,10,4,2024,FALSE
DT20241026,26-10-2024,Saturday,10,4,2024,TRUE
DT20241027,27-10-2024,Sunday,10,4,2024,TRUE
DT20241028,28-10-2024,Monday,10,4,2024,FALSE
DT20241029,29-10-2024,Tuesday,10,4,2024,FALSE
DT20241030,30-10-2024,Wednesday,10,4,2024,FALSE
DT20241031,31-10-2024,Thursday,10,4,2024,FALSE
DT20241101,01-11-2024,Friday,11,4,2024,FALSE
DT20241102,02-11-2024,Saturday,11,4,2024,TRUE
DT20241103,03-11-2024,Sunday,11,4,2024,TRUE
DT20241104,04-11-2024,Monday,11,4,2024,FALSE
DT20241105,05-11-2024,Tuesday,11,4,2024,FALSE
DT20241106,06-11-2024,Wednesday,11,4,2024,FALSE
DT20241107,07-11-2024,Thursday,11,4,2024,FALSE
DT20241108,08-11-2024,Friday,11,4,2024,FALSE
DT20241109,09-11-2024,Saturday,11,4,2024,TRUE
DT20241110,10-11-2024,Sunday,11,4,2024,TRUE
DT20241111,11-11-2024,Monday,11,4,2024,FALSE
DT20241112,12-11-2024,Tuesday,11,4,2024,FALSE
DT20241113,13-11-2024,Wednesday,11,4,2024,FALSE
DT20241114,14-11-2024,Thursday,11,4,2024,FALSE
DT20241115,15-11-2024,Friday,11,4,2024,FALSE
DT20241116,16-11-2024,Saturday,11,4,2024,TRUE
DT20241117,17-11-2024,Sunday,11,4,2024,TRUE
DT20241118,18-11-2024,Monday,11,4,2024,FALSE
DT20241119,19-11-2024,Tuesday,11,4,2024,FALSE
DT20241120,20-11-2024,Wednesday,11,4,2024,FALSE
DT20241121,21-11-2024,Thursday,11,4,2024,FALSE
DT20241122,22-11-2024,Friday,11,4,2024,FALSE
DT20241123,23-11-2024,Saturday,11,4,2024,TRUE
DT20241124,24-11-2024,Sunday,11,4,2024,TRUE
DT20241125,25-11-2024,Monday,11,4,2024,FALSE
DT20241126,26-11-2024,Tuesday,11,4,2024,FALSE
DT20241127,27-11-2024,Wednesday,11,4,2024,FALSE
DT20241128,28-11-2024,Thursday,11,4,2024,FALSE
DT20241129,29-11-2024,Friday,11,4,2024,FALSE
DT20241130,30-11-2024,Saturday,11,4,2024,TRUE
DT20241201,01-12-2024,Sunday,12,4,2024,TRUE
DT20241202,02-12-2024,Monday,12,4,2024,FALSE
DT20241203,03-12-2024,Tuesday,12,4,2024,FALSE
DT20241204,04-12-2024,Wednesday,12,4,2024,FALSE
DT20241205,05-12-2024,Thursday,12,4,2024,FALSE
DT20241206,06-12-2024,Friday,12,4,2024,FALSE
DT20241207,07-12-2024,Saturday,12,4,2024,TRUE
DT20241208,08-12-2024,Sunday,12,4,2024,TRUE
DT20241209,09-12-2024,Monday,12,4,2024,FALSE
DT20241210,10-12-2024,Tuesday,12,4,2024,FALSE
DT20241211,11-12-2024,Wednesday,12,4,2024,FALSE
DT20241212,12-12-2024,Thursday,12,4,2024,FALSE
DT20241213,13-12-2024,Friday,12,4,2024,FALSE
DT20241214,14-12-2024,Saturday,12,4,2024,TRUE
DT20241215,15-12-2024,Sunday,12,4,2024,TRUE
DT20241216,16-12-2024,Monday,12,4,2024,FALSE
DT20241217,17-12-2024,Tuesday,12,4,2024,FALSE
DT20241218,18-12-2024,Wednesday,12,4,2024,FALSE
DT20241219,19-12-2024,Thursday,12,4,2024,FALSE
DT20241220,20-12-2024,Friday,12,4,2024,FALSE
DT20241221,21-12-2024,Saturday,12,4,2024,TRUE
DT20241222,22-12-2024,Sunday,12,4,2024,TRUE
DT20241223,23-12-2024,Monday,12,4,2024,FALSE
DT20241224,24-12-2024,Tuesday,12,4,2024,FALSE
DT20241225,25-12-2024,Wednesday,12,4,2024,FALSE
DT20241226,26-12-2024,Thursday,12,4,2024,FALSE
DT20241227,27-12-2024,Friday,12,4,2024,FALSE
DT20241228,28-12-2024,Saturday,12,4,2024,TRUE
DT20241229,29-12-2024,Sunday,12,4,2024,TRUE
DT20241230,30-12-2024,Monday,12,4,2024,FALSE
